gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1981405591	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:989120	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2018-01-01T00:00:00Z			2018	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	989120	Ring number E12544	Particular web-Oficina de Especies Migratorias		CC_BY_4_0					2019-01-08T11:52:20.825Z		GEODETIC_DATUM_ASSUMED_WGS84
1981404242	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:986467	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	986467	Ring number E14186	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:20.255Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402924	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:985074	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	985074	Ring number E14199	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.666Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402839	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984930	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984930	Ring number E14402	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.686Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402746	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984929	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984929	Ring number E14405	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.613Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402433	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984480	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984480	Ring number E14173	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.464Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402410	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984232	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984232	Ring number E14196	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.412Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402393	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984701	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984701	Ring number E14194	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.469Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402382	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984481	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984481	Ring number E14180	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.499Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402371	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984579	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984579	Ring number E14190	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.418Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402277	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984578	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984578	Ring number E14166	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.469Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402251	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984553	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984553	Ring number E14162	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.399Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402191	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984577	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984577	Ring number E14157	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.376Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402170	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984246	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984246	Ring number E14179	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.396Z		GEODETIC_DATUM_ASSUMED_WGS84
1981402073	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984247	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984247	Ring number E14404	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.327Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401986	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984359	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984359	Ring number E14195	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.355Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401773	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983798	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983798	Ring number E14174	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.183Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401731	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983790	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983790	Ring number E14181	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.191Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401550	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:984820	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	984820	Ring number E14165	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.130Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401532	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983526	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983526	Ring number E14401	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.068Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401426	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983671	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983671	Ring number E14177	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.059Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401199	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983522	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983522	Ring number E14164	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:19.026Z		GEODETIC_DATUM_ASSUMED_WGS84
1981401040	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983296	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983296	Ring number E14168	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.941Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400962	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983050	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983050	Ring number E14183	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.897Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400948	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983297	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983297	Ring number E14403	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.875Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400858	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:983067	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	983067	Ring number E14197	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.861Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400693	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982756	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982756	Ring number E14170	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.791Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400615	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982639	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982639	Ring number E14187	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.678Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400491	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982653	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982653	Ring number E14198	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.724Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400440	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982610	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982610	Ring number E14185	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.675Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400365	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982356	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982356	Ring number E14171	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.629Z		GEODETIC_DATUM_ASSUMED_WGS84
1981400209	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982305	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982305	Ring number E14176	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.501Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399831	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981828	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981828	Ring number E14169	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.379Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399734	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981507	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981507	Ring number E14155	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.310Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399691	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982011	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982011	Ring number E14191	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.385Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399668	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981854	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981854	Ring number E14200	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.356Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399633	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981827	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981827	Ring number E14161	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.288Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399585	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981800	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981800	Ring number E14150	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.335Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399575	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981853	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981853	Ring number E14192	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.330Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399548	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981859	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981859	Ring number E14163	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.262Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399492	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981517	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981517	Ring number E14158	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.251Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399331	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981533	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981533	Ring number E14175	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.074Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399324	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981390	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981390	Ring number E14189	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:17.862Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399316	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981398	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981398	Ring number E14182	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:18.086Z		GEODETIC_DATUM_ASSUMED_WGS84
1981399088	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:982188	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	982188	Ring number E14178	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:17.808Z		GEODETIC_DATUM_ASSUMED_WGS84
1981398787	52f2051b-c47e-403a-8e32-04b2f2273c20	ESA:AranzadiRings:981094	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Geronticus	Geronticus eremita		SPECIES	Geronticus eremita (Linnaeus, 1758)	ES		823818f6-0696-4e29-bc4c-b6f3817535a7	36.27	-5.93							2017-01-01T00:00:00Z			2017	2480770	2480770	HUMAN_OBSERVATION	ESA	AranzadiRings	981094	Ring number E14188	Estacion Biologica de Doñana-S.C. Aranzadi		CC_BY_4_0					2019-01-08T11:52:17.733Z		GEODETIC_DATUM_ASSUMED_WGS84
